author,author-pid,paper,top_venue_count,co-author-pid,total_weight,weight,closeness_centrality,normalized_degree_centrality,year,conference,title,Faculty,Position,Gender,Management,Area
Sourav S. Bhowmick,b/SSBhowmick,journals/vldb/SohTB12,,,,,,,2012,,ANDES: efficient evaluation of NOT-twig queries in relational databases.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/bcb/ChuaBTD12,,,,,,,2012,BCB,STEROID: in silico heuristic target combination identification for disease-related signaling networks.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/cikm/LinXCB12,,,,,,,2012,CIKM,Efficient algorithms for generalized subgraph query processing.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/dasfaa/LeonardiBL12,,,,,,,2012,DASFAA (1),Stars on Steroids: Fast Evaluation of Multi-source Star Twig Queries in RDBMS.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/dasfaa/TruongBD12,,,,,,,2012,DASFAA (1),SINBAD: Towards Structure-Independent Querying of Common Neighbors in XML Databases.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/dasfaa/BhowmickS12,,,,,,,2012,DASFAA (2),"Storing, Querying, Summarizing, and Comparing Molecular Networks: The State-of-the-Art.",Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/edbt/ChenZB12,,,,,,,2012,EDBT,Integrating historical noisy answers for improving data utility under differential privacy.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/icde/JinBCZ12,,,,,,,2012,ICDE,PRAGUE: Towards Blending Practical Visual Subgraph Query Formulation and Query Processing.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/icde/DyresonB12,,,,,,,2012,ICDE,Querying XML Data: As You Shape It.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/ihi/ChuaBTZDY12,,,,,,,2012,IHI,In silico identification of endo16 regulators in the sea urchin endomesoderm gene regulatory network.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/ihi/SeahBDY12,,,,,,,2012,IHI,FUSE: a system for data-driven multi-level functional summarization of protein interaction networks.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/ihi/ChuaBTWDY12,,,,,,,2012,IHI,PANI: an interactive data-driven tool for target prioritization in signaling networks.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Aixin Sun,78/5155,conf/mir/TruongSB12,,,,,,,2012,ICMR,Content is still king: the effect of neighbor voting schemes on tag relevance for social image retrieval.,Sun Aixin,Associate Professor,M,N,Information Retrieval
Sourav S. Bhowmick,b/SSBhowmick,conf/mir/TruongSB12,,,,,,,2012,ICMR,Content is still king: the effect of neighbor voting schemes on tag relevance for social image retrieval.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Aixin Sun,78/5155,conf/www/TruongSB12,,,,,,,2012,WWW (Companion Volume),CASIS: a system for concept-aware social image search.,Sun Aixin,Associate Professor,M,N,Information Retrieval
Sourav S. Bhowmick,b/SSBhowmick,conf/www/TruongSB12,,,,,,,2012,WWW (Companion Volume),CASIS: a system for concept-aware social image search.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,journals/jasis/LiBS11,,,,,,,2011,,AffRank: Affinity-driven ranking of products in online social rating networks.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Aixin Sun,78/5155,journals/jasis/LiBS11,,,,,,,2011,,AffRank: Affinity-driven ranking of products in online social rating networks.,Sun Aixin,Associate Professor,M,N,Information Retrieval
Aixin Sun,78/5155,journals/jasis/SunBNB11,,,,,,,2011,,Tag-based social image retrieval: An empirical evaluation.,Sun Aixin,Associate Professor,M,N,Information Retrieval
Sourav S. Bhowmick,b/SSBhowmick,journals/jasis/SunBNB11,,,,,,,2011,,Tag-based social image retrieval: An empirical evaluation.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/bcb/SeahBDY11,,,,,,,2011,BCB,Fuse: towards multi-level functional summarization of protein interaction networks.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/bcb/ChuaZBDTY11,,,,,,,2011,BCB,Pani: a novel algorithm for fast discovery of putative target nodes in signaling networks.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/cikm/LiBS11,,,,,,,2011,CIKM,CASINO: towards conformity-aware social influence analysis in online social networks.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Aixin Sun,78/5155,conf/cikm/LiBS11,,,,,,,2011,CIKM,CASINO: towards conformity-aware social influence analysis in online social networks.,Sun Aixin,Associate Professor,M,N,Information Retrieval
Aixin Sun,78/5155,conf/dasfaa/SunB11,,,,,,,2011,DASFAA (2),Managing Social Image Tags: Methods and Applications.,Sun Aixin,Associate Professor,M,N,Information Retrieval
Sourav S. Bhowmick,b/SSBhowmick,conf/dasfaa/SunB11,,,,,,,2011,DASFAA (2),Managing Social Image Tags: Methods and Applications.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/dasfaa/SohB11,,,,,,,2011,DASFAA (1),Efficient Evaluation of NOT-Twig Queries in Tree-Unaware Relational Databases.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/dasfaa/DengCXB11,,,,,,,2011,DASFAA (1),Optimizing Incremental Maintenance of Minimal Bisimulation of Cyclic Graphs.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/icde/ArdianB11,,,,,,,2011,ICDE,Efficient maintenance of common keys in archives of continuous query results from deep websites.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Aixin Sun,78/5155,conf/mm/SunBC11,,,,,,,2011,ACM Multimedia,Social image tag recommendation by concept matching.,Sun Aixin,Associate Professor,M,N,Information Retrieval
Sourav S. Bhowmick,b/SSBhowmick,conf/mm/SunBC11,,,,,,,2011,ACM Multimedia,Social image tag recommendation by concept matching.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/sigmod/JinBXCZ11,,,,,,,2011,SIGMOD Conference,GBLENDER: visual subgraph query formulation meets query processing.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Aixin Sun,78/5155,books/daglib/p/SunB11,,,,,,,2011,Social Media Modeling and Computing,Quantifying Visual-Representativeness of Social Image Tags Using Image Tag Clarity.,Sun Aixin,Associate Professor,M,N,Information Retrieval
Sourav S. Bhowmick,b/SSBhowmick,books/daglib/p/SunB11,,,,,,,2011,Social Media Modeling and Computing,Quantifying Visual-Representativeness of Social Image Tags Using Image Tag Clarity.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,journals/pvldb/DyresonBM10,,,,,,,2010,,Using XMorph to Transform XML Data.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Aixin Sun,78/5155,journals/pvldb/SunBL10,,,,,,,2010,,iAVATAR: An Interactive Tool for Finding and Visualizing Visual-Representative Tags in Image Search.,Sun Aixin,Associate Professor,M,N,Information Retrieval
Sourav S. Bhowmick,b/SSBhowmick,journals/pvldb/SunBL10,,,,,,,2010,,iAVATAR: An Interactive Tool for Finding and Visualizing Visual-Representative Tags in Image Search.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/cikm/LiBS10,,,,,,,2010,CIKM,Affinity-driven prediction and ranking of products in online product review sites.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Aixin Sun,78/5155,conf/cikm/LiBS10,,,,,,,2010,CIKM,Affinity-driven prediction and ranking of products in online product review sites.,Sun Aixin,Associate Professor,M,N,Information Retrieval
Sourav S. Bhowmick,b/SSBhowmick,conf/dasfaa/LeonardiBI10,,,,,,,2010,DASFAA (1),Efficient Database-Driven Evaluation of Security Clearance for Federated Access Control of Dynamic XML Documents.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/dasfaa/YangB10,,,,,,,2010,DASFAA (2),BIDEL: An XML-Based System for Effective Fast Change Detection of Genomic and Proteomic Data.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/icde/DyresonBJMZ10,,,,,,,2010,ICDE,"XMorph: A shape-polymorphic, domain-specific XML data transformation language.",Sourav S Bhowmick,Associate Professor,M,N,Data Management
Aixin Sun,78/5155,conf/mm/SunB10,,,,,,,2010,ACM Multimedia,Quantifying tag representativeness of visual content of social images.,Sun Aixin,Associate Professor,M,N,Information Retrieval
Sourav S. Bhowmick,b/SSBhowmick,conf/mm/SunB10,,,,,,,2010,ACM Multimedia,Quantifying tag representativeness of visual content of social images.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/psb/VenkatramanYBDT10,,,,,,,2010,Pacific Symposium on Biocomputing,The Steady States and Dynamics of Urokinase-mediated Plasmin Activation.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/sigmod/JinBXCC10,,,,,,,2010,SIGMOD Conference,GBLENDER: towards blending visual query formulation and query processing in graph databases.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,journals/dke/ChenBN09,,,,,,,2009,,COWES: Web user clustering based on evolutionary web sessions.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,journals/pvldb/ChenBN09,,,,,,,2009,,NEAR-Miner: Mining Evolution Associations of Web Site Directories for Efficient Maintenance of Web Archives.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/cikm/LiBS09,,,,,,,2009,CIKM,Blog cascade affinity: analysis and prediction.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Aixin Sun,78/5155,conf/cikm/LiBS09,,,,,,,2009,CIKM,Blog cascade affinity: analysis and prediction.,Sun Aixin,Associate Professor,M,N,Information Retrieval
Sourav S. Bhowmick,b/SSBhowmick,conf/cikm/BhowmickDLN09,,,,,,,2009,CIKM,Towards non-directional Xpath evaluation in a RDBMS.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/dasfaa/Bhowmick09,,,,,,,2009,DASFAA,On the Discovery of Conserved XML Query Patterns for Evolution-Conscious Caching.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/dasfaa/ChenB09,,,,,,,2009,DASFAA,In the Search of NECTARs from Evolutionary Trees.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/icde/YongBLW09,,,,,,,2009,ICDE,XBLEND: Visual XML Query Formulation Meets Query Processing.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Aixin Sun,78/5155,conf/mm/SunB09,,,,,,,2009,WSM@MM,Image tag clarity: in search of visual-representative tags for social images.,Sun Aixin,Associate Professor,M,N,Information Retrieval
Sourav S. Bhowmick,b/SSBhowmick,conf/mm/SunB09,,,,,,,2009,WSM@MM,Image tag clarity: in search of visual-representative tags for social images.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/dexa/2009,,,,,,,2009,DEXA,"Database and Expert Systems Applications, 20th International Conference, DEXA 2009, Linz, Austria, August 31 - September 4, 2009. Proceedings",Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,journals/dke/MadriaB08,,,,,,,2008,,Schema and web data management.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,journals/dke/MadriaPB08,,,,,,,2008,,An XML Schema integration and query mechanism system.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/apweb/BhowmickM08,,,,,,,2008,APWeb,"Web Evolution Management: Detection, Monitoring, and Mining.",Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/cikm/ZhaoBZY08,,,,,,,2008,CIKM,Characterizing and predicting community members from evolutionary and heterogeneous networks.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/otm/ViyanonMB08,,,,,,,2008,OTM Conferences (1),XML Data Integration Based on Content and Structure Similarity Using Keys.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/dexa/2008,,,,,,,2008,DEXA,"Database and Expert Systems Applications, 19th International Conference, DEXA 2008, Turin, Italy, September 1-5, 2008. Proceedings",Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,journals/dke/BhowmickMC07,,,,,,,2007,,Web Data and Schema Management.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,journals/dke/LeonardiHBM07,,,,,,,2007,,DTD-Diff: A change detection algorithm for DTDs.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,journals/dpd/MadriaBKB07,,,,,,,2007,,A transaction model and multiversion concurrency control for mobile database systems.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,journals/is/MadriaCPB07,,,,,,,2007,,Efficient processing of XPath queries using indexes.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/cikm/BhowmickLS07,,,,,,,2007,CIKM,Efficient evaluation of high-selective xml twig patterns with parent child edges in tree-unaware rdbms.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/dasfaa/SongBD07,,,,,,,2007,DASFAA,BioDIFF: An Effective Fast Change Detection Algorithm for Biological Annotations.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/dasfaa/SeahWBCL07,,,,,,,2007,DASFAA,Efficient Support for Ordered XPath Processing in Tree-Unaware Commercial Relational Databases.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/dasfaa/PrakashBWD07,,,,,,,2007,DASFAA,Efficient XML Query Processing in RDBMS Using GUI-Driven Prefetching in a Single-User Environment.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/dexa/WidjanarkoLB07,,,,,,,2007,DEXA,Efficient Evaluation of Nearest Common Ancestor in XML Twig Queries Using Tree-Unaware RDBMS.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/sigmod/LeonardiB07,,,,,,,2007,SIGMOD Conference,XANADUE: a system for detecting changes to XML data in tree-unaware relational databases.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/www/ChenBN07,,,,,,,2007,WWW,Mirror site maintenance based on evolution associations of web directories.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,journals/dke/PrakashBM06,,,,,,,2006,,Efficient recursive XML query processing using relational database systems.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,journals/dke/LeonardiB06,,,,,,,2006,,Xandy: A scalable change detection technique for ordered XML documents using relational databases.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,journals/dke/ZhaoCBM06,,,,,,,2006,,XML structural delta mining: Issues and challenges.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/dasfaa/ChenBL06,,,,,,,2006,DASFAA,COWES: Clustering Web Users Based on Historical Web Sessions.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/dasfaa/LeonardiHBM06,,,,,,,2006,DASFAA,DTD-Diff: A Change Detection Algorithm for DTDs.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/dexa/PrakashB06,,,,,,,2006,DEXA,A Tale of Two Approaches: Query Performance Study of XML Storage Strategies in Relational Databases.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/er/LeonardiB06,,,,,,,2006,ER,Oxone: A Scalable Solution for Detecting Superior Quality Deltas on Ordered Large XML Documents.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/icde/BhowmickGIC06,,,,,,,2006,ICDE Workshops,PRIVATE-IYE: A Framework for Privacy Preserving Data Integration.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/icde/BhowmickP06,,,,,,,2006,ICDE,"Every Click You Make, IWill Be Fetching It: Efficient XML Query Processing in RDMS Using GUI-driven Prefetching.",Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/kdd/ZhaoLBM06,,,,,,,2006,KDD,Event detection from evolution of click-through data.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/pakdd/ZhaoBG06,,,,,,,2006,PAKDD,Cleopatra: Evolutionary Pattern-Based Clustering of Web Usage Data.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/pakdd/ZhaoBS06,,,,,,,2006,PAKDD,iWed: An Integrated Multigraph Cut-Based Approach for Detecting Events from a Website.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Aixin Sun,78/5155,conf/pakdd/ZhaoBS06,,,,,,,2006,PAKDD,iWed: An Integrated Multigraph Cut-Based Approach for Detecting Events from a Website.,Sun Aixin,Associate Professor,M,N,Information Retrieval
Sourav S. Bhowmick,b/SSBhowmick,conf/pakdd/ChenBL06,,,,,,,2006,PAKDD,Mining Temporal Indirect Associations.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/www/ZhaoHLBLM06,,,,,,,2006,WWW,Time-dependent semantic similarity measure of queries using historical click-through data.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,series/sci/ZhaoBM06,,,,,,,2006,Foundations and Novel Approaches in Data Mining,Research Issues in Web Structural Delta Mining.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,journals/dke/YangBM05,,,,,,,2005,,Bio2X: a rule-based approach for semi-automatic transformation of semi-structured biological data to XML.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,journals/dke/ShestakovBL05,,,,,,,2005,,DEQUE: querying the deep web.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,journals/dke/BhowmickJ05,,,,,,,2005,,Biological Data Management (BIDM 2003).,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,journals/dke/KovalevBM05,,,,,,,2005,,HW-STALKER: A machine learning-based system for transforming QURE-Pagelets to XML.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/cikm/ZhaoBG05,,,,,,,2005,CIKM,Mining conserved XML query paths for dynamic-conscious caching.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/cikm/ZhaoBG05a,,,,,,,2005,CIKM,WAM-Miner: in the search of web access motifs from historical web log data.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/cikm/LeonardiB05,,,,,,,2005,CIKM,Detecting changes on unordered XML documents using relational databases: a schema-conscious approach.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/dasfaa/LeonardiBM05,,,,,,,2005,DASFAA,Xandy: Detecting Changes on Large Unordered XML Documents Using Relational Databases.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/dasfaa/ZhaoB05,,,,,,,2005,DASFAA,FASST Mining: Discovering Frequently Changing Semantic Structure from Versions of Unordered XML Documents.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/dexa/KovalevB05,,,,,,,2005,DEXA,Detecting Semantically Correct Changes to Relevant Unordered Hidden Web Data.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/dexa/LeonardiBB05,,,,,,,2005,DEXA,Detecting Changes to Hybrid XML Documents Using Relational Databases.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/dexa/MohaniaSGBD05,,,,,,,2005,DEXA,Event Composition and Detection in Data Stream Management Systems.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/cikm/SongB04,,,,,,,2004,CIKM,BioDIFF: an effective fast change detection algorithm for genomic and proteomic data.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/cikm/ZhaoBMK04,,,,,,,2004,CIKM,Discovering frequently changing structures from historical structural deltas of unordered XML.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/coopis/PassiCMB04,,,,,,,2004,CoopIS/DOA/ODBASE (2),A Global-to-Local Rewriting Querying Mechanism Using Semantic Mapping for XML Schema Integration.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/dasfaa/ChenMB04,,,,,,,2004,DASFAA,DiffXML: Change Detection in XML Data.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/dawak/ZhaoBM04,,,,,,,2004,DaWaK,Discovering Pattern-Based Dynamic Structures from Versions of Unordered XML Documents.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/dexa/PrakasBM04,,,,,,,2004,DEXA,SUCXENT: An Efficient Path-Based Approach to Store and Query XML Documents.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/dexa/LeonardiBDM04,,,,,,,2004,DEXA,Detecting Content Changes on Ordered XML Documents Using Relational Databases.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/dexa/KovalevBM04,,,,,,,2004,DEXA,HW-STALKER: A Machine Learning-Based Approach to Transform Hidden Web Data to XML.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/er/PrakashBM04,,,,,,,2004,ER,Efficient Recursive XML Query Processing in Relational Database Systems.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/pkdd/ZhaoB04,,,,,,,2004,PKDD,Mining History of Changes to Web Access Patterns.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,journals/dke/BhowmickKM03,,,,,,,2003,,Formulating disjunctive coupling queries in a web warehouse.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/cikm/BhowmickVL03,,,,,,,2003,CIKM,HyperThesis: the gRNA spell on the curse of bioinformatics applications integration.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/dexa/MadriaFB03,,,,,,,2003,DEXA,Incremental Query Answering Using a Multi-layered Database Model in a Mobile Computing Environment.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/dexa/BhowmickSL03,,,,,,,2003,DEXA,Data Management in Metaboloinformatics: Issues and Challenges.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/ecweb/BhowmickWLM03,,,,,,,2003,EC-Web,Storing DTD-Conscious XML Data in XEDY.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/er/TianBM03,,,,,,,2003,ER (Workshops),VACXENE: A User-Friendly Visual Synthetic XML Generator.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/er/SakamuriMPCMB03,,,,,,,2003,ER,AXIS: A XML Schema Integration System.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/icde/BhowmickCL03,,,,,,,2003,ICDE,"XomatiQ: Living With Genomes, Proteomes, Relations and a Little Bit of XML.",Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/mdm/MadriaFB03,,,,,,,2003,Mobile Data Management,A Multi-layered Database Model for Mobile Environment.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,journals/isci/MadriaMBB02,,,,,,,2002,,Mobile data and transaction management.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/coopis/MadriaBB02,,,,,,,2002,CoopIS/DOA/ODBASE,A Multi-version Transaction Model to Improve Data Availability in Mobile Computing.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/dexa/ChenMPB02,,,,,,,2002,DEXA,Efficient Processing of XPath Queries Using Indexes.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/dexaw/BhowmickM02,,,,,,,2002,DEXA Workshops,Controlling Web Query Execution in a Web Warehouse.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/ecweb/PassiLMSMB02,,,,,,,2002,EC-Web,A Model for XML Schema Integration.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/vldb/LaudBCSR02,,,,,,,2002,VLDB,"The gRNA: A Highly Programmable Infrastructure for Prototyping, Developing and Deploying Genomics-Centric Applications.",Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/wise/MandriaBP02,,,,,,,2002,WISE Workshops,Ranking of Web Data in a Web Warehouse.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
Sourav S. Bhowmick,b/SSBhowmick,conf/kyotoDL/MadriaRBM00,,,,,,,2000,Kyoto International Conference on Digital Libraries,Association Rules for Web Data Mining in WHOWEDA.,Sourav S Bhowmick,Associate Professor,M,N,Data Management
